,,,,Promedio,Desviación
3.916,1.175135737,,,,
3.904,0.941692094,,,,
3.93,1.346514018,,,,
3.9,1.090871211,,,,
3.886,1.09954718,,,,
3.986,1.114362598,,,,
3.886,0.927903012,,,,
3.994,1.219001231,,,,
3.968,1.129148352,,,,
3.932,0.85754067,,,,
3.894,0.900424344,,,,
3.894,1.019197724,,,,
3.96,1.219180052,,,,
3.996,1.147163458,,,,
3.934,1.024521352,,,,
3.93,1.028153685,,,,
3.904,0.993370022,,,,
3.962,1.05287986,,,,
3.872,1.16086864,,,,
3.99,1.296880873,,,,
3.914,1.067053888,,,,
3.914,0.911374786,,,,
3.996,1.379849267,,,,
3.932,0.977433374,,,,
3.934,1.383345221,,,,
3.95,1.363634848,,,,
3.994,1.319834838,,,,
3.91,0.941222609,,,,
3.932,0.979477412,,,,
3.924,1.182465221,,,,
3.904,1.114802225,,,,
,,,,,
1000,,,,,
7.826,4.294382843,,,,
7.857,4.229249461,,,,
7.868,4.15939611,,,,
7.873,4.127816735,,,,
7.883,4.116225334,,,,
7.9,4.187600745,,,,
7.887,4.21286494,,,,
7.879,4.125088969,,,,
7.903,4.048899974,,,,
7.903,4.025616847,,,,
7.908,4.237633302,,,,
7.915,4.136638128,,,,
7.906,4.103067633,,,,
7.895,4.313464385,,,,
7.902,4.224972899,,,,
7.918,4.140926949,,,,
7.923,4.127598697,,,,
7.919,4.062319411,,,,
7.933,4.234207246,,,,
7.924,4.131370717,,,,
7.934,4.120879032,,,,
7.909,4.240367791,,,,
7.948,4.115008627,,,,
7.927,4.061240082,,,,
7.93,4.094276493,,,,
7.933,4.351150538,,,,
7.93,4.020335807,,,,
7.936,4.060037438,,,,
7.945,4.174922155,,,,
7.94,4.062314611,,,,
7.946,4.020582545,,,,
7.961,4.048886143,,,,
7.954,4.294401472,,,,
7.939,4.114763541,,,,
7.96,4.092969582,,,,
7.971,4.092207106,,,,
7.959,4.103330233,,,,
7.964,4.117851867,,,,
7.962,4.030701676,,,,
7.953,4.069003686,,,,
7.95,4.117462811,,,,
7.963,4.141452764,,,,
7.972,4.165479084,,,,
7.947,4.067700948,,,,
7.958,4.208115493,,,,
7.952,4.072062868,,,,
7.953,4.045341889,,,,
7.958,4.110989662,,,,
7.974,4.050348627,,,,
7.965,4.248738048,,,,
,,,,,
2000,,,,,
5.045,2.830013251,,,,
5.0235,2.799097667,,,,
5.0605,2.923839898,,,,
5.043,2.818714423,,,,
5.0405,2.872256909,,,,
5.066,2.90097294,,,,
5.0245,2.830529942,,,,
5.1,2.831607317,,,,
5.0255,2.877299037,,,,
5.071,2.849554176,,,,
5.0445,2.846316874,,,,
5.068,2.888317157,,,,
5.0565,2.818919607,,,,
5.0145,2.834129452,,,,
5.0265,2.832983895,,,,
5.0735,2.884631302,,,,
4.993,2.861634323,,,,
5.1045,2.930798483,,,,
5.0145,2.826533168,,,,
5.0275,2.913544877,,,,
5.0085,2.809168516,,,,
5.113,2.93806586,,,,
5.039,2.804546131,,,,
5.0195,2.913437789,,,,
5.0445,2.856837368,,,,
5.0545,2.833642488,,,,
4.993,2.863031785,,,,
5.09,2.985280556,,,,
5.0615,2.759296604,,,,
5.0115,2.808089698,,,,
5.049,2.910601141,,,,
5.0455,2.889018821,,,,
5.0385,2.891715365,,,,
5.0565,2.949628409,,,,
5.074,2.939817001,,,,
5.0335,2.922905703,,,,
5.0695,2.91336056,,,,
5.009,2.844805617,,,,
5.034,2.858818637,,,,
5.057,2.901163732,,,,
5.0415,2.925709786,,,,
5.024,2.885207791,,,,
5.0355,2.920143789,,,,
5.066,2.879695123,,,,
5.056,2.89945926,,,,
5.046,2.97403497,,,,
5.0395,2.843578687,,,,
4.9995,2.853506571,,,,
5.0025,2.934193884,,,,
4.9975,2.912643773,,,,
