,,,,Promedio,Desviación
21.7,10.81711607,,,,
21.26666667,14.22657919,,,,
21.23333333,13.11407217,,,,
21.1,12.44012326,,,,
21.6,10.83389742,,,,
21.1,13.54338707,,,,
,,,,,
50,,,,,
15.92,5.7020698,,,,
15.98,7.12317345,,,,
16.3,6.070420084,,,,
16.32,5.804963394,,,,
16.2,4.76235236,,,,
16.48,5.51811562,,,,
16.44,5.636168912,,,,
16.44,6.063530325,,,,
16.48,6.050586748,,,,
16.42,6.443880818,,,,
16.38,4.935139309,,,,
16.64,6.889876632,,,,
16.76,4.954028664,,,,
16.94,4.880204914,,,,
16.82,4.278738132,,,,
16.84,4.863578929,,,,
16.96,5.192147918,,,,
16.9,7.233947747,,,,
16.84,4.295858471,,,,
16.8,5.176871642,,,,
16.78,5.048920677,,,,
16.84,3.50633712,,,,
16.98,3.373366271,,,,
16.86,5.765448812,,,,
16.84,4.985418739,,,,
16.9,6.194352266,,,,
16.82,3.625961941,,,,
16.82,6.342523157,,,,
16.88,3.664096069,,,,
16.86,4.335942804,,,,
16.9,4.657252409,,,,
16.94,6.15275548,,,,
16.84,4.875899917,,,,
16.8,7.26636085,,,,
16.96,5.381300958,,,,
16.9,4.138840417,,,,
16.86,5.649814156,,,,
17.16,7.032382242,,,,
17.2,6.418722614,,,,
17.14,4.303533432,,,,
17.16,5.239694648,,,,
17.12,4.101901998,,,,
17.06,4.346998965,,,,
17.38,4.232682365,,,,
17.3,6.750555533,,,,
17.22,9.535806206,,,,
17.26,4.995237732,,,,
17.38,5.520470994,,,,
17.36,6.253830826,,,,
17.26,4.761554368,,,,
17.44,2.843659614,,,,
17.44,4.308874563,,,,
17.32,5.293165405,,,,
17.48,6.521472226,,,,
17.44,3.606438687,,,,
17.48,2.988243631,,,,
17.36,5.094153512,,,,
17.46,2.692285275,,,,
17.36,6.068805484,,,,
17.24,4.929746444,,,,
17.4,4.595650117,,,,
17.44,2.808273491,,,,
17.42,2.987239528,,,,
17.44,3.001066477,,,,
17.38,5.184168207,,,,
17.4,3.382306905,,,,
17.42,3.55578402,,,,
17.4,5.173006863,,,,
17.44,8.32864935,,,,
17.48,5.204767046,,,,
17.52,4.964836352,,,,
17.54,4.704083333,,,,
17.56,3.281219286,,,,
17.66,7.309199683,,,,
17.46,6.400656216,,,,
17.48,6.774186298,,,,
17.54,5.790371318,,,,
17.6,2.653299832,,,,
17.56,2.850684128,,,,
17.62,6.440155278,,,,
17.58,2.68395231,,,,
17.6,6.393746945,,,,
17.52,5.872784689,,,,
17.64,2.868867372,,,,
17.56,2.772435752,,,,
17.6,3.117691454,,,,
17.64,3.011710477,,,,
17.72,5.993463106,,,,
17.76,3.265333061,,,,
17.7,5.004997502,,,,
17.8,4.812483766,,,,
17.88,6.266226935,,,,
17.8,8.275264346,,,,
17.9,6.378871374,,,,
17.88,6.345518103,,,,
17.94,7.777943173,,,,
17.86,7.025695695,,,,
17.98,8.601139459,,,,
17.98,10.41247329,,,,
17.96,19.81813311,,,,
,,,,,
100,,,,,
13.26,6.944955003,,,,
13.65,6.388074827,,,,
13.63,6.698738687,,,,
13.64,7.309610113,,,,
13.66,7.621312223,,,,
13.8,6.497691898,,,,
13.83,6.50085379,,,,
13.8,6.938299503,,,,
13.85,6.907061604,,,,
14.03,6.918749887,,,,
14.06,6.434003419,,,,
14.03,6.707391445,,,,
14.04,7.489886514,,,,
14.27,6.595233127,,,,
14.31,6.652360483,,,,
14.26,6.427472287,,,,
14.57,7.606911331,,,,
15.13,7.559966931,,,,
15.61,6.824800363,,,,
15.74,6.42435989,,,,
15.85,6.411513082,,,,
15.87,6.494081921,,,,
16,6.782329983,,,,
16.09,7.401479582,,,,
16.14,7.291117884,,,,
16.33,6.367189333,,,,
16.43,8.623520163,,,,
16.49,7.718153924,,,,
16.69,7.771351234,,,,
16.59,6.780995502,,,,
16.85,5.980593616,,,,
16.85,6.75037036,,,,
16.75,6.119436249,,,,
17.03,6.303102411,,,,
17.16,7.055097448,,,,
17.23,6.862732692,,,,
17.22,7.149237722,,,,
17.1,7.037755324,,,,
17.23,7.344188178,,,,
17.59,5.975106694,,,,
17.53,6.813890225,,,,
17.68,6.329107362,,,,
17.66,7.09396927,,,,
17.7,5.231634544,,,,
17.69,7.557373883,,,,
17.72,5.167359093,,,,
17.77,7.632633884,,,,
17.68,6.341734778,,,,
17.85,5.333619784,,,,
17.95,6.94460222,,,,
17.99,5.836942693,,,,
17.96,7.007025046,,,,
17.85,7.305306291,,,,
17.86,5.114723844,,,,
18.02,5.019920318,,,,
18,6.100819617,,,,
18.1,7.579577825,,,,
17.81,6.846451636,,,,
17.98,5.592816822,,,,
17.98,7.095040521,,,,
18.02,6.376488062,,,,
18.02,5.994964554,,,,
17.87,5.258621492,,,,
17.92,5.237709423,,,,
18.01,5.412014412,,,,
18.11,4.995788226,,,,
18.16,6.637348868,,,,
18.23,5.608662942,,,,
18.13,7.822601869,,,,
18.04,5.033726254,,,,
18.21,7.01896716,,,,
18.08,5.966037211,,,,
18.23,5.542300966,,,,
18.16,6.029461004,,,,
18.25,5.845297255,,,,
18.36,7.688328817,,,,
13.55,9.297714773,,,,
13.69,11.14333433,,,,
13.87,8.735736947,,,,
13.5,8.408923831,,,,
13.79,8.891900809,,,,
13.88,8.167349631,,,,
13.86,9.968971863,,,,
13.86,9.100571411,,,,
13.88,8.157548651,,,,
14.05,8.970367885,,,,
13.63,9.429374316,,,,
13.92,8.740343243,,,,
13.84,12.25211818,,,,
13.85,8.649132905,,,,
14.01,8.602900674,,,,
14.05,8.82312303,,,,
13.93,9.762433098,,,,
14.02,10.18428201,,,,
13.99,9.869645384,,,,
14.04,8.367699803,,,,
13.98,9.394658057,,,,
14.01,9.675220928,,,,
14.01,8.951530595,,,,
13.83,10.43748533,,,,
,,,,,
200,,,,,
8.34,4.736496596,,,,
8.385,3.739889704,,,,
8.345,3.925044586,,,,
8.615,4.812148688,,,,
8.46,4.428137306,,,,
8.14,3.97622937,,,,
8.455,3.970890958,,,,
8.785,5.353389113,,,,
8.635,4.321084933,,,,
8.705,4.55279859,,,,
8.61,4.113137489,,,,
8.575,4.236080146,,,,
8.805,4.872060652,,,,
8.43,4.106714015,,,,
8.58,4.366188269,,,,
8.665,4.711982067,,,,
8.755,3.596522626,,,,
8.71,3.899474324,,,,
8.655,4.448142871,,,,
8.735,3.892913433,,,,
8.815,4.060883525,,,,
8.85,4.485253616,,,,
8.785,4.187932067,,,,
8.74,3.694915425,,,,
8.54,3.676737684,,,,
8.645,3.843042415,,,,
8.76,4.232304337,,,,
8.95,4.272879591,,,,
8.9,4.233202098,,,,
8.58,4.279439216,,,,
8.595,4.181025592,,,,
8.86,4.376117,,,,
9.015,3.954083332,,,,
8.79,5.024529829,,,,
8.57,4.733402582,,,,
8.965,4.233647954,,,,
9.025,4.155042118,,,,
9.075,4.491032732,,,,
8.925,4.535347285,,,,
8.63,4.461289051,,,,
8.79,4.051653983,,,,
9.01,4.123093499,,,,
8.78,4.126935909,,,,
8.95,4.403123891,,,,
8.8,4.361192497,,,,
9.025,4.512690439,,,,
8.91,4.344180015,,,,
8.92,4.366188269,,,,
8.805,4.359698957,,,,
8.93,4.774421431,,,,
9.03,4.11328336,,,,
8.91,4.332655075,,,,
9.055,4.256991308,,,,
9.015,4.276070042,,,,
8.87,4.448943695,,,,
9.165,4.293923031,,,,
8.83,5.094222217,,,,
8.86,4.751883837,,,,
8.95,4.216337273,,,,
8.815,4.275602297,,,,
8.865,3.97325748,,,,
8.685,4.209011167,,,,
8.985,4.633009281,,,,
9.005,4.293596977,,,,
8.97,4.448494127,,,,
8.815,4.505638135,,,,
8.96,4.24598634,,,,
9.075,4.332363674,,,,
9.045,4.130735407,,,,
9.09,4.254632769,,,,
9.295,4.375839919,,,,
9.295,4.581263472,,,,
9.09,4.435301568,,,,
9.035,4.741705917,,,,
9.08,4.225352056,,,,
9.185,4.858062886,,,,
9.255,4.185686921,,,,
9.05,4.218708333,,,,
9.135,4.232821163,,,,
9.165,4.24709018,,,,
9.04,4.456276473,,,,
9.145,4.359354883,,,,
9.195,4.173364949,,,,
9.065,4.749818418,,,,
9.16,4.5038206,,,,
9.175,4.47374284,,,,
9.065,4.379586168,,,,
7,3.196873473,,,,
6.865,3.509526321,,,,
6.62,3.927543762,,,,
6.73,4.062893058,,,,
6.855,5.311682878,,,,
7.01,3.964832909,,,,
6.775,7.742375282,,,,
6.69,3.454547727,,,,
6.935,6.392243346,,,,
6.87,3.7753278,,,,
6.82,5.281817869,,,,
7.005,4.605971667,,,,
6.945,7.273374389,,,,
,,,,,
500,,,,,
8.364,4.011421693,,,,
8.224,4.369648041,,,,
8.356,4.294794989,,,,
8.414,4.093727397,,,,
8.338,3.908421165,,,,
8.474,3.549270911,,,,
8.284,3.916036772,,,,
8.436,3.57965138,,,,
8.494,4.219711365,,,,
8.556,3.906259592,,,,
8.472,4.091603109,,,,
8.432,4.01613944,,,,
8.408,3.986669788,,,,
8.572,4.033462037,,,,
8.496,4.434183578,,,,
8.504,4.996196954,,,,
8.53,4.024562088,,,,
8.508,4.029632241,,,,
8.54,4.148782954,,,,
8.466,4.314260539,,,,
8.632,4.095433555,,,,
8.604,3.955652159,,,,
8.568,4.133929849,,,,
8.592,4.378759642,,,,
8.522,4.096036621,,,,
8.672,4.034404045,,,,
8.454,4.368052655,,,,
8.492,4.178748138,,,,
8.568,4.229110545,,,,
8.648,3.932950038,,,,
8.504,4.274340183,,,,
8.658,4.270015925,,,,
8.534,4.267650876,,,,
8.578,4.374004572,,,,
8.538,3.999069392,,,,
8.636,4.369840272,,,,
8.616,4.224280294,,,,
8.484,4.534946968,,,,
8.768,4.243839771,,,,
8.504,4.237686161,,,,
8.634,4.647584749,,,,
8.57,4.627429092,,,,
8.642,4.126237511,,,,
8.762,4.57004989,,,,
8.624,4.306579153,,,,
8.776,4.260730454,,,,
8.626,4.737311896,,,,
8.678,4.380218716,,,,
8.664,4.253834035,,,,
8.794,4.009434374,,,,
8.77,3.86485446,,,,
8.802,4.625883267,,,,
8.808,4.171227158,,,,
8.712,4.380988016,,,,
8.746,4.526089261,,,,
8.768,4.551722311,,,,
8.578,4.356135443,,,,
8.77,4.479854908,,,,
8.75,4.376242681,,,,
8.79,4.56879634,,,,
8.586,4.517366932,,,,
8.718,4.404370103,,,,
8.698,4.510742289,,,,
8.678,4.5336868,,,,
8.936,4.30672776,,,,
8.81,4.239091884,,,,
8.776,4.700406791,,,,
8.748,4.381837058,,,,
8.746,4.556038191,,,,
8.88,4.162403152,,,,
8.794,4.6008221,,,,
7.804,4.848668271,,,,
7.884,3.783456621,,,,
7.964,4.581124753,,,,
7.89,4.516846245,,,,
7.846,4.4978088,,,,
7.8,4.211887938,,,,
7.768,4.248079095,,,,
7.942,7.595961822,,,,
7.81,5.803610945,,,,
7.84,4.105898196,,,,
7.864,5.324049587,,,,
7.922,4.399535885,,,,
7.892,3.886944301,,,,
7.97,4.260176053,,,,
7.858,4.1854314,,,,
7.76,4.25657139,,,,
7.894,4.227855721,,,,
7.908,4.149642876,,,,
8.01,4.39430313,,,,
7.83,4.555118001,,,,
7.714,4.435335838,,,,
7.858,4.329646175,,,,
7.904,4.739069951,,,,
7.782,3.966166411,,,,
7.752,6.913934914,,,,
8.052,4.760388219,,,,
7.88,6.943601371,,,,
7.958,4.690014499,,,,
7.982,5.825261883,,,,
,,,,,
1000,,,,,
9.241,4.617674631,,,,
9.082,4.534454322,,,,
9.261,4.245571693,,,,
9.323,4.5926758,,,,
9.235,4.568344886,,,,
9.209,4.481218473,,,,
9.308,4.573088234,,,,
9.313,4.431594634,,,,
9.317,4.537236053,,,,
9.421,4.33356193,,,,
9.328,4.503378287,,,,
9.342,4.31798981,,,,
9.336,4.330947241,,,,
9.31,4.229881795,,,,
9.441,4.350461929,,,,
9.286,4.482878986,,,,
9.421,4.462035298,,,,
9.399,4.328486918,,,,
9.379,4.296435616,,,,
9.362,5.040134522,,,,
9.519,4.485714993,,,,
9.314,4.527626751,,,,
9.508,4.669468492,,,,
9.418,4.45233377,,,,
9.469,4.41395956,,,,
9.372,4.688242315,,,,
9.504,4.46407706,,,,
9.415,4.584623758,,,,
9.384,4.464139783,,,,
9.496,4.485976371,,,,
9.452,4.482599246,,,,
9.536,4.52224546,,,,
9.541,4.259145337,,,,
9.524,4.584040139,,,,
9.413,4.350221948,,,,
9.587,4.53083116,,,,
9.426,4.646560448,,,,
9.648,4.4551202,,,,
9.516,4.316913712,,,,
9.651,4.310127492,,,,
9.45,4.652687395,,,,
9.61,4.440259001,,,,
9.554,4.379849769,,,,
9.47,4.51720046,,,,
9.642,4.592149388,,,,
9.529,4.721774984,,,,
9.497,4.492437089,,,,
9.638,4.268366901,,,,
9.606,4.401677408,,,,
9.608,4.417956089,,,,
9.556,4.392819596,,,,
9.585,4.686232495,,,,
9.548,4.776368495,,,,
9.595,4.417575693,,,,
9.645,4.686040439,,,,
9.504,4.622551676,,,,
9.588,4.477527889,,,,
9.608,4.56468356,,,,
9.648,4.639191309,,,,
9.719,4.462514874,,,,
9.527,4.881113705,,,,
9.601,4.410192626,,,,
9.689,4.818119862,,,,
9.696,4.717582432,,,,
9.622,4.466667214,,,,
9.134,4.611295263,,,,
9.255,4.919753551,,,,
9.176,4.894591301,,,,
9.116,4.744317021,,,,
9.148,4.811454666,,,,
9.231,4.771125549,,,,
9.177,4.533395085,,,,
9.284,4.598841593,,,,
9.178,4.608721732,,,,
9.09,4.936790455,,,,
9.248,4.85082426,,,,
9.281,4.683592531,,,,
9.194,4.563371999,,,,
9.067,4.634275672,,,,
9.07,4.565643438,,,,
9.255,4.993192866,,,,
9.138,5.079661012,,,,
9.123,4.729891225,,,,
9.118,4.906330197,,,,
9.107,4.991948618,,,,
9.174,4.672443044,,,,
9.249,4.633249292,,,,
9.153,4.879097355,,,,
9.287,4.946577706,,,,
9.178,4.79106627,,,,
9.073,4.81431937,,,,
9.13,4.727483474,,,,
9.198,4.773132724,,,,
9.188,4.595286281,,,,
9.236,4.577150205,,,,
9.124,5.022213058,,,,
9.227,4.645155649,,,,
9.322,4.811269687,,,,
9.196,5.08385523,,,,
9.119,5.392108957,,,,
,,,,,
2000,,,,,
12.0095,5.986853076,,,,
11.986,5.968065348,,,,
11.998,6.013235069,,,,
11.9695,6.158536332,,,,
11.9695,6.0972592,,,,
12.018,6.009631935,,,,
11.9915,6.113626399,,,,
12.025,6.010522024,,,,
11.9985,6.044129197,,,,
12.004,6.020546819,,,,
12.023,6.11043951,,,,
12.0635,5.952937741,,,,
11.9435,6.066572982,,,,
12.0925,6.151174177,,,,
12.031,5.992665434,,,,
12.0365,6.12488104,,,,
12.0995,5.949840313,,,,
12.131,5.754288748,,,,
11.9925,6.139417216,,,,
12.0325,5.972473838,,,,
12.0645,6.184039113,,,,
11.8685,6.111972493,,,,
12.1375,5.869377629,,,,
11.9975,6.31153656,,,,
12.0635,5.858623366,,,,
12.0265,5.869735748,,,,
12.0685,6.135210489,,,,
12.0365,6.072328034,,,,
12.011,5.815486136,,,,
12.109,6.07405293,,,,
12.1045,6.081330426,,,,
12.1525,5.866876831,,,,
12.0985,6.06315081,,,,
12.0865,6.102214168,,,,
12.1535,6.17470143,,,,
12.129,5.972048141,,,,
12.145,5.862335286,,,,
12.0465,6.104698006,,,,
12.072,5.914289137,,,,
12,6.476727569,,,,
12.1335,6.114301084,,,,
11.985,6.291007471,,,,
12.0755,5.951705617,,,,
12.025,6.233488189,,,,
11.9875,6.031031732,,,,
12.1285,5.996914853,,,,
12.127,6.150517946,,,,
12.0585,5.918790227,,,,
12.069,6.107310292,,,,
12.09,6.064396095,,,,
12.105,6.03025497,,,,
12.128,6.246888505,,,,
12.1225,6.196571128,,,,
12.1195,6.017742081,,,,
12.0605,6.210623137,,,,
12.1735,5.878894263,,,,
12.031,6.154351225,,,,
12.122,5.884056084,,,,
12.0705,6.20310646,,,,
12.0755,6.145307132,,,,
12.06,6.196321489,,,,
11.915,6.025510352,,,,
12.028,6.256853522,,,,
12.0635,5.838104808,,,,
12.008,6.065223491,,,,
12.1,6.261549329,,,,
12.0885,6.173869755,,,,
12.027,6.074806252,,,,
12.0935,5.860951949,,,,
12.089,5.817566416,,,,
12.038,6.196091994,,,,
12.104,6.027950232,,,,
11.865,6.272381924,,,,
12.0145,6.38829318,,,,
11.913,6.127595858,,,,
11.979,5.987366616,,,,
11.8575,6.281734932,,,,
11.8215,6.312736154,,,,
12.0225,6.272239931,,,,
11.895,6.143612537,,,,
12.1515,6.572636286,,,,
11.8735,6.364314397,,,,
11.9085,6.192667257,,,,
11.898,6.213259692,,,,
11.9115,5.968305266,,,,
11.873,6.077077505,,,,
11.829,6.422441825,,,,
11.875,6.180645193,,,,
11.876,6.209398038,,,,
11.823,6.332588018,,,,
11.8915,6.381514534,,,,
11.9005,6.194077797,,,,
11.818,6.399209014,,,,
11.865,6.380734676,,,,
11.8465,6.650559206,,,,
11.7955,6.368805206,,,,
11.8875,6.363713047,,,,
11.808,6.084910517,,,,
11.9275,6.36209429,,,,
11.872,6.110124058,,,,
