,,,,Promedio,Desviación
23.5,14.94824404,,,,
24.7,9.849365462,,,,
23.4,11.42978565,,,,
22.6,12.39516035,,,,
22.4,11.8253964,,,,
22.4,11.85917366,,,,
22.4,11.98499061,,,,
25.4,10.24890238,,,,
22.3,11.78176557,,,,
22.4,11.83384975,,,,
22.3,12.1,,,,
22.3,14.46409347,,,,
21.6,12.72163512,,,,
22.3,11.93356611,,,,
25.3,15.49870962,,,,
4.5,11.51737817,,,,
4.4,11.55162326,,,,
4.4,11.55162326,,,,
4.3,11.24322018,,,,
4.5,12.17579566,,,,
4.2,11.27652429,,,,
4.6,12.14248739,,,,
4.2,11.27652429,,,,
,,,,,
30,,,,,
15.3,5.568662317,,,,
15.43333333,4.263670823,,,,
15.93333333,4.979513586,,,,
15.36666667,4.46828329,,,,
15.5,4.240676047,,,,
15.36666667,6.156207346,,,,
15.53333333,5.333749984,,,,
15.6,3.764748774,,,,
15.5,7.632168761,,,,
15.86666667,5.213657279,,,,
14.63333333,7.617888305,,,,
14.83333333,5.228660334,,,,
14.76666667,6.411881333,,,,
15.4,4.673328578,,,,
14.86666667,4.835516748,,,,
16.2,6.838128399,,,,
16.4,6.509480266,,,,
15.4,4.301937548,,,,
15.53333333,4.944581771,,,,
15.43333333,6.301763422,,,,
16.23333333,6.296471675,,,,
15.4,4.348179696,,,,
16.5,7.597148588,,,,
16.73333333,8.11144596,,,,
15.36666667,5.816547277,,,,
15.53333333,7.065094165,,,,
16.26666667,5.720916787,,,,
15.83333333,5.329686253,,,,
15.63333333,6.123633634,,,,
15.63333333,6.615554063,,,,
15.53333333,4.145144415,,,,
15.26666667,4.226372229,,,,
15.73333333,5.272149045,,,,
15.83333333,5.145116347,,,,
16,4.501851471,,,,
15.83333333,5.138633627,,,,
16.2,5.294021786,,,,
15.66666667,4.422166387,,,,
15.73333333,4.186751591,,,,
15.63333333,5.009879129,,,,
16.13333333,5.713920623,,,,
16.46666667,6.412141261,,,,
16.63333333,4.750321627,,,,
16.26666667,6.985381561,,,,
18,8.816650914,,,,
16.26666667,6.697926711,,,,
16.63333333,7.582802179,,,,
16.6,7.282856582,,,,
16.36666667,7.516574279,,,,
18.63333333,9.199577285,,,,
17.23333333,8.570038247,,,,
17.86666667,6.706878724,,,,
17.13333333,8.397354081,,,,
19.03333333,10.46098572,,,,
18.1,8.696167738,,,,
17.8,9.537295214,,,,
16.7,7.109383471,,,,
16.76666667,5.383204333,,,,
16.13333333,3.827386692,,,,
18.8,9.741320923,,,,
16.86666667,7.22833929,,,,
16.6,7.450279637,,,,
18.4,8.534635317,,,,
16.76666667,8.864473413,,,,
17.2,8.186981536,,,,
16.83333333,8.877249324,,,,
18.9,8.833081757,,,,
19.3,10.55825112,,,,
18.76666667,9.471653616,,,,
18.73333333,8.382256392,,,,
18.43333333,9.225628554,,,,
17.7,8.828552165,,,,
16.63333333,8.268346603,,,,
17.56666667,8.581698874,,,,
18.06666667,8.559335384,,,,
18.03333333,9.765528944,,,,
17.66666667,10.31288299,,,,
18.46666667,10.886485,,,,
19.03333333,11.42361103,,,,
18.8,10.26450194,,,,
18.36666667,9.08655906,,,,
18.9,10.79614129,,,,
18.93333333,10.44647734,,,,
18.23333333,10.38808078,,,,
19,10.30210335,,,,
18.76666667,11.89308856,,,,
20.16666667,11.09379206,,,,
18.5,23.51984977,,,,
19.66666667,10.8638033,,,,
19.83333333,11.59621586,,,,
19.03333333,10.33596741,,,,
18.8,10.44477541,,,,
18.73333333,10.36639871,,,,
20.63333333,10.83046116,,,,
19.1,11.66861888,,,,
19.36666667,29.115269,,,,
20.2,12.35961164,,,,
19.63333333,11.79119257,,,,
19.4,10.87995098,,,,
20.73333333,10.92377631,,,,
18.63333333,11.68327389,,,,
20.66666667,10.7837326,,,,
19.1,11.75684198,,,,
20.46666667,12.65631156,,,,
19.4,12.49693296,,,,
21.3,12.05307706,,,,
20.7,11.17780539,,,,
18.8,28.92219448,,,,
21.13333333,12.18122417,,,,
19.23333333,12.04071796,,,,
20.9,12.24840126,,,,
20.46666667,12.5744008,,,,
21.43333333,11.76345565,,,,
21.2,14.70238076,,,,
21.5,11.85397261,,,,
20.1,12.72360012,,,,
20.46666667,24.21945958,,,,
21.26666667,13.20841483,,,,
20.3,13.55027675,,,,
18.83333333,29.34971134,,,,
21.66666667,19.81133234,,,,
19.66666667,47.2111098,,,,
19.96666667,36.55542215,,,,
21.8,36.07991131,,,,
6.066666667,7.089585476,,,,
5.366666667,5.706623832,,,,
5.633333333,4.636689432,,,,
5.7,4.789919971,,,,
5.666666667,4.763285514,,,,
5.3,4.612663728,,,,
5.766666667,4.709446771,,,,
5.7,4.684371178,,,,
5.666666667,4.777260954,,,,
5.233333333,4.67392293,,,,
5.5,4.5,,,,
5.6,4.708856903,,,,
5.466666667,4.536763408,,,,
5.6,4.65188134,,,,
6,6.806859286,,,,
5.266666667,5.309948734,,,,
6.133333333,7.102738126,,,,
6,5.138093031,,,,
6.1,7.020683727,,,,
5.966666667,6.725490482,,,,
5.833333333,4.960398729,,,,
6.033333333,5.23120976,,,,
5.866666667,4.924316083,,,,
5.9,7.110321137,,,,
5.533333333,5.886330681,,,,
5.533333333,5.897645481,,,,
,,,,,
50,,,,,
17.38,6.581458805,,,,
17.32,4.743163501,,,,
17.4,5.280151513,,,,
17.38,7.235716965,,,,
17.46,5.615015583,,,,
17.38,6.202870303,,,,
17.38,5.30618507,,,,
17.38,4.728170894,,,,
17.4,4.732863826,,,,
17.36,6.854954413,,,,
17.38,5.758089961,,,,
17.36,5.286813785,,,,
17.4,5.392587505,,,,
17.44,5.407994083,,,,
17.42,5.960167783,,,,
17.4,5.403702434,,,,
17.42,6.06,,,,
17.38,4.774473793,,,,
18.1,6.155485359,,,,
18.12,6.970337151,,,,
18.14,7.789762512,,,,
18.24,6.404873145,,,,
18.22,7.211906821,,,,
18.18,6.848912322,,,,
18.5,6.5,,,,
18.52,8.91345051,,,,
18.98,7.31160721,,,,
19,7.932212806,,,,
18.96,7.751025739,,,,
18.96,8.079504935,,,,
19.06,8.658891384,,,,
19.04,7.031244556,,,,
19.1,6.634003316,,,,
19.08,7.174510436,,,,
19.06,7.564152299,,,,
19.02,7.611806619,,,,
19.28,7.96502354,,,,
19.34,7.845023901,,,,
19.74,8.675966805,,,,
19.8,7.158212067,,,,
19.78,8.554039981,,,,
19.72,10.62269269,,,,
19.9,7.772387021,,,,
19.82,7.94654642,,,,
19.84,8.614778001,,,,
19.9,11.05305388,,,,
19.82,8.194363917,,,,
19.82,8.664156047,,,,
20.54,7.108333138,,,,
20.5,9.064766958,,,,
20.48,9.436609561,,,,
20.58,11.74408787,,,,
21.12,8.633979384,,,,
21.24,8.542973721,,,,
20.9,11.62970335,,,,
21.12,8.519718305,,,,
21.36,9.57864291,,,,
21.36,9.435592191,,,,
21.36,10.06133192,,,,
21.86,9.85496829,,,,
21.7,9.986490875,,,,
21.64,10.5503744,,,,
21.62,11.63424256,,,,
21.78,9.982564801,,,,
21.82,9.300946188,,,,
22.28,10.25678312,,,,
22.22,11.05131666,,,,
22.1,9.726767192,,,,
22.04,10.72559555,,,,
22.02,10.98451638,,,,
22.1,10.74848827,,,,
22.4,10.42880626,,,,
22.16,9.944566356,,,,
22.4,11.53949739,,,,
22.62,11.67371406,,,,
22.74,10.86243067,,,,
22.78,9.560941376,,,,
22.76,9.509069355,,,,
22.74,10.83108489,,,,
22.7,11.73754659,,,,
23.2,10.1133575,,,,
23.08,11.00152717,,,,
23.3,11.60215497,,,,
23.38,12.8854802,,,,
23.2,12.77497554,,,,
23.44,11.36513968,,,,
23.2,12.29471431,,,,
23.56,13.19114855,,,,
23.46,14.54539102,,,,
23.66,12.93616636,,,,
23.88,12.34931577,,,,
23.9,12.24295716,,,,
23.96,12.23104247,,,,
23.92,12.57591349,,,,
23.82,12.83540416,,,,
24.14,12.25562728,,,,
23.88,12.72578485,,,,
23.82,13.44870254,,,,
24.24,12.38637962,,,,
24.2,13.14838393,,,,
24.4,11.74904251,,,,
24.3,12.89069432,,,,
24.02,12.77104538,,,,
24.1,13.3090195,,,,
24.34,13.42029806,,,,
24.22,13.22012103,,,,
24,13.92695229,,,,
24.38,13.02442321,,,,
24.24,12.7821125,,,,
24.32,13.42600462,,,,
24.38,13.06887906,,,,
24.2,13.16206671,,,,
24.04,13.71270943,,,,
24.36,13.00270741,,,,
24.5,12.35030364,,,,
23.8,14.33457359,,,,
24.06,13.48689735,,,,
24.18,12.47668225,,,,
24.28,13.63384025,,,,
24.22,13.56803597,,,,
24.44,13.01715791,,,,
24.5,13.4792433,,,,
24.36,13.4264813,,,,
24.22,13.80911293,,,,
24.46,13.0586523,,,,
24.34,13.88900284,,,,
24.44,13.41962742,,,,
24.38,13.83747087,,,,
24.56,13.90418642,,,,
24.5,13.96889401,,,,
24.38,14.29949649,,,,
24.24,13.86587177,,,,
24.52,13.80614356,,,,
14.5,6.615889963,,,,
14.74,6.498646013,,,,
14.9,15.63873396,,,,
14.82,24.41039942,,,,
14.46,25.6181264,,,,
14.84,15.13850719,,,,
14.72,23.7924694,,,,
14.52,15.1647486,,,,
14.9,23.790124,,,,
14.78,44.28060072,,,,
14.92,39.90079698,,,,
14.74,44.39856304,,,,
14.72,44.28003613,,,,
14.9,39.89248049,,,,
14.78,44.39382389,,,,
14.8,44.27279074,,,,
14.9,35.16432852,,,,
,,,,,
100,,,,,
11.46,5.154454384,,,,
11.62,6.177021936,,,,
11.62,5.815118228,,,,
11.61,5.883697817,,,,
11.59,6.026765302,,,,
11.55,6.533567173,,,,
11.64,6.06056103,,,,
11.61,7.241401798,,,,
11.79,5.858830941,,,,
11.79,5.94355954,,,,
11.93,6.763512401,,,,
11.88,6.190767319,,,,
12,5.76367938,,,,
12.12,6.738367755,,,,
12.09,5.575114349,,,,
12.12,6.603453642,,,,
12.12,6.114376501,,,,
12.07,6.778281493,,,,
12.21,6.093102658,,,,
12.3,7.060453243,,,,
12.41,7.005847558,,,,
12.64,6.45990712,,,,
12.82,5.67164879,,,,
12.81,6.673372461,,,,
12.89,7.984854413,,,,
13.01,7.96052134,,,,
13.12,6.348669152,,,,
13.15,8.79701654,,,,
13.28,8.129058986,,,,
13.66,8.738672668,,,,
13.62,8.54725687,,,,
13.8,6.036555309,,,,
14.03,5.955594009,,,,
13.95,5.396989902,,,,
14.15,6.272758564,,,,
14.47,5.490819611,,,,
14.44,5.160077519,,,,
14.43,6.647187375,,,,
14.48,5.331941485,,,,
14.67,5.291606561,,,,
14.86,5.01002994,,,,
15.02,5.215323576,,,,
15,5.921148537,,,,
14.95,5.921781826,,,,
15.14,5.646273107,,,,
15.2,5.114684741,,,,
15.18,5.545051848,,,,
15.34,5.062054919,,,,
15.5,5.08625599,,,,
15.69,5.503989462,,,,
15.73,4.498566438,,,,
15.88,5.111320769,,,,
15.9,4.680811895,,,,
15.89,4.651655619,,,,
16.16,4.691950554,,,,
16.24,4.116114673,,,,
16.38,3.477872913,,,,
16.5,3.716180835,,,,
16.53,3.26329588,,,,
16.69,6.78188027,,,,
16.71,3.575737686,,,,
16.86,3.527095122,,,,
17.68,5.70417391,,,,
14.31,10.06349343,,,,
14.52,5.901660783,,,,
14.5,4.670117772,,,,
15.01,7.973073435,,,,
15.03,14.27757332,,,,
15.4,11.87349991,,,,
15.53,4.858919633,,,,
15.67,6.006754531,,,,
15.72,5.772486466,,,,
15.77,7.188678599,,,,
15.83,4.768762942,,,,
15.87,3.106943836,,,,
15.87,4.975248738,,,,
15.99,5.999158274,,,,
16.04,4.083919686,,,,
16.05,6.189305292,,,,
16.18,9.063531321,,,,
16.24,6.324745054,,,,
16.22,3.702917768,,,,
16.36,5.840410944,,,,
16.42,5.132601679,,,,
16.58,4.015420277,,,,
16.58,5.316352133,,,,
16.61,9.346544816,,,,
16.63,6.239639413,,,,
16.63,3.557119621,,,,
16.58,3.919642841,,,,
16.6,3.152776554,,,,
16.83,4.959949597,,,,
17,6.203224968,,,,
17.05,7.641171376,,,,
17.2,7.037044834,,,,
17.24,7.14299657,,,,
17.37,7.893864706,,,,
17.39,22.85690049,,,,
17.36,6.775721364,,,,
17.38,7.107432729,,,,
17.48,9.747286802,,,,
17.49,26.11110683,,,,
17.69,11.73515658,,,,
17.76,19.61841992,,,,
18.16,42.30430711,,,,
13.15,23.71977023,,,,
18.32,39.4904748,,,,
18.19,52.59404814,,,,
18.37,63.0316833,,,,
18.6,55.76558078,,,,
13.48,52.25045072,,,,
13.86,53.91122703,,,,
18.99,35.48732027,,,,
13.74,30.26602716,,,,
19.01,71.39922899,,,,
13.86,25.69708933,,,,
13.88,37.15004172,,,,
14.18,26.44177755,,,,
14.18,42.02103759,,,,
19.3,58.90220709,,,,
19.14,69.40720712,,,,
14.19,23.50518879,,,,
14.33,26.44581441,,,,
14.38,26.82416075,,,,
14.6,25.58085221,,,,
14.34,23.6166128,,,,
19.35,72.99936644,,,,
14.43,42.0659613,,,,
14.33,34.09547037,,,,
14.28,55.29413712,,,,
14.7,32.06540192,,,,
14.39,47.25503042,,,,
14.48,57.01604686,,,,
14.46,45.25978789,,,,
14.5,48.96233246,,,,
14.49,47.29640473,,,,
14.79,52.33016243,,,,
14.43,38.7459043,,,,
14.72,50.60633952,,,,
14.62,45.41800964,,,,
14.7,38.73306081,,,,
14.8,56.96595474,,,,
14.81,48.8329182,,,,
14.85,56.39882534,,,,
14.84,60.30086567,,,,
14.76,52.41853107,,,,
14.73,55.37505846,,,,
14.88,57.02127322,,,,
14.82,45.44235469,,,,
14.73,53.64006991,,,,
,,,,,
200,,,,,
9.745,6.951257081,,,,
10.09,6.571293632,,,,
10.035,6.595739155,,,,
9.66,6.114278371,,,,
10.395,6.822680925,,,,
10.06,6.159253201,,,,
10.175,6.752360698,,,,
9.635,5.867007329,,,,
10,6.842514158,,,,
9.99,7.722039886,,,,
10.505,6.442823527,,,,
10.01,5.96740312,,,,
10.125,6.830766794,,,,
10.315,6.951674259,,,,
10.025,7.320817919,,,,
10.355,7.080181848,,,,
9.96,6.486015726,,,,
10.535,7.653677221,,,,
10.435,5.978777049,,,,
9.91,5.628667693,,,,
10.3,5.879625838,,,,
10.265,6.795938125,,,,
9.805,6.986198895,,,,
10.25,6.376323392,,,,
10.56,7.046729738,,,,
9.835,5.919271492,,,,
10.04,5.817078304,,,,
10.325,6.463696698,,,,
10.145,6.906806426,,,,
9.73,5.612227722,,,,
10.69,6.945782893,,,,
10.365,5.72902915,,,,
10.26,6.318417523,,,,
10.78,8.362511584,,,,
9.955,6.158975158,,,,
10.33,5.534537018,,,,
10.235,6.555133485,,,,
11.04,7.682994208,,,,
10.09,5.669382682,,,,
10.78,6.824338796,,,,
10.715,6.733778657,,,,
10.295,8.185229074,,,,
10.88,7.436101129,,,,
9.625,6.357230136,,,,
10.955,6.582778669,,,,
10.455,6.840904545,,,,
10.965,7.782915585,,,,
11.015,7.157148524,,,,
10.62,6.522698828,,,,
9.185,6.192800255,,,,
9.76,6.755915926,,,,
10.605,6.861412027,,,,
10.54,6.720744006,,,,
10.025,6.885809684,,,,
9.835,16.13064707,,,,
10.425,6.900317022,,,,
10.795,6.91469269,,,,
11.085,7.245534832,,,,
10.73,6.573210783,,,,
10.81,6.050115701,,,,
10.645,7.775536959,,,,
9.61,7.273094252,,,,
10.525,6.536770992,,,,
9.425,6.486476316,,,,
10.215,6.160257706,,,,
10.295,6.579359771,,,,
10.8,6.28251542,,,,
10.995,7.118635754,,,,
10.405,8.2152891,,,,
10.545,6.540487367,,,,
9.565,5.709270969,,,,
11.085,6.603618326,,,,
10.585,6.474007646,,,,
11.37,7.510865463,,,,
9.565,6.288543154,,,,
9.71,17.32702802,,,,
9.915,7.467112896,,,,
10.29,16.43459461,,,,
10.68,8.037263216,,,,
10.225,16.66206395,,,,
11.105,46.14427348,,,,
10.33,7.170850717,,,,
9.93,8.922169019,,,,
10.065,7.69615326,,,,
9.4,8.004373804,,,,
10.105,18.20175747,,,,
9.91,16.31967831,,,,
9.62,16.5283272,,,,
9.29,6.166514413,,,,
10.82,55.67735267,,,,
10.785,37.16865312,,,,
10.17,7.160384068,,,,
8.985,5.73365285,,,,
9.495,7.53790256,,,,
10.075,11.54293615,,,,
9.535,6.000731205,,,,
9.145,6.357985137,,,,
8.855,28.56315765,,,,
9.685,16.41815382,,,,
9.545,5.733931897,,,,
9.45,8.038501104,,,,
9.06,5.461355143,,,,
9.755,9.283047722,,,,
9.74,10.4872494,,,,
9.04,6.522146886,,,,
11.36,53.90872286,,,,
9.74,7.481470444,,,,
10.825,55.06155079,,,,
10.245,17.59957315,,,,
10.91,53.16786529,,,,
8.69,6.861770908,,,,
9.665,15.92773603,,,,
9.86,7.224984429,,,,
9.99,23.26348856,,,,
9.485,7.009976819,,,,
9.745,7.457209599,,,,
10.08,32.34738938,,,,
9.165,7.877675736,,,,
10.75,55.69046148,,,,
9.59,11.27838198,,,,
9.785,7.729086298,,,,
8.625,22.13378357,,,,
9.335,7.21268154,,,,
8.305,22.18945639,,,,
10.53,53.19491611,,,,
10.635,53.03255392,,,,
9.805,17.7241918,,,,
10.2,21.16884503,,,,
10.735,55.06736579,,,,
9.78,23.63919626,,,,
8.6,22.21891086,,,,
9.85,23.23095995,,,,
8.38,22.25119323,,,,
10.735,54.32471606,,,,
9.55,16.72565395,,,,
9.89,17.96852526,,,,
8.385,24.38456018,,,,
9.615,18.80283955,,,,
9.595,27.91309684,,,,
10.71,53.21819144,,,,
10.655,52.06271194,,,,
10.27,53.99108352,,,,
8.43,26.58561829,,,,
10.235,54.98626897,,,,
10.28,54.02065901,,,,
10.27,53.27520155,,,,
10.025,52.11769733,,,,
10.07,50.99357901,,,,
8.995,35.08468291,,,,
9.815,53.22406199,,,,
,,,,,
500,,,,,
9.124,6.482023141,,,,
9.572,7.185597818,,,,
9.352,5.756048645,,,,
9.236,6.303991117,,,,
9.166,5.235498448,,,,
9.712,7.190622782,,,,
9.78,6.607541146,,,,
9.524,7.002672633,,,,
9.56,6.467642538,,,,
9.004,6.226394141,,,,
9.288,5.69781151,,,,
9.362,5.944321324,,,,
8.938,5.234324789,,,,
9.62,6.238557526,,,,
9.546,6.524100244,,,,
9.836,7.186731107,,,,
9.45,6.61328209,,,,
9.524,6.267170334,,,,
9.754,6.812157074,,,,
9.234,6.748277113,,,,
9.498,6.655072952,,,,
9.916,7.328092794,,,,
9.024,6.353536338,,,,
9.306,5.869272868,,,,
9.434,6.548407745,,,,
8.928,5.904474236,,,,
9.572,6.448318851,,,,
10.038,7.46220852,,,,
9.156,6.334324273,,,,
9.73,6.50669655,,,,
9.63,6.414444637,,,,
9.582,6.808764646,,,,
9.21,6.277093276,,,,
9.198,6.116436544,,,,
9.388,7.079650839,,,,
9.404,5.776571994,,,,
8.916,6.757288213,,,,
9.146,5.239149168,,,,
9.484,6.615568305,,,,
8.828,23.58250233,,,,
9.304,5.971229689,,,,
9.212,5.581671434,,,,
9.292,5.704974671,,,,
9.2,5.84054792,,,,
9.14,6.305584826,,,,
9.732,6.442373476,,,,
9.448,9.820962071,,,,
9.106,34.42851673,,,,
9.194,42.82401621,,,,
9.142,8.098755213,,,,
9.128,6.414640754,,,,
8.684,13.97612765,,,,
9.264,5.77947264,,,,
9.284,5.479721161,,,,
9.772,6.923872905,,,,
9.75,6.955249816,,,,
9.66,6.261980517,,,,
9.268,6.471489473,,,,
10.016,6.850090802,,,,
9.556,15.75940557,,,,
9.318,6.686170503,,,,
9.52,6.243524646,,,,
9.856,6.894292132,,,,
9.686,6.492411262,,,,
9.374,6.40578832,,,,
9.442,6.066517617,,,,
9.332,5.888104619,,,,
9.01,5.316568442,,,,
8.804,16.61173031,,,,
8.572,13.89578411,,,,
9.82,6.562895702,,,,
9.486,7.011262654,,,,
9.568,12.03600332,,,,
9.258,5.690293138,,,,
9.056,5.896852042,,,,
9.522,6.438440494,,,,
9.21,5.6318647,,,,
9.826,34.21022835,,,,
9.836,7.447489778,,,,
9.68,23.32941491,,,,
9.32,6.696984396,,,,
9.486,11.63450919,,,,
9.946,7.278948001,,,,
9.48,6.33100308,,,,
9.222,5.721600825,,,,
9.322,22.98186929,,,,
9.63,6.117605741,,,,
8.998,33.16253905,,,,
8.752,5.448164462,,,,
9.09,6.33450077,,,,
9.618,6.698662255,,,,
9.64,28.6934557,,,,
9.752,6.660217414,,,,
9.728,7.295067923,,,,
9.458,20.31669845,,,,
9.384,5.626059367,,,,
9.286,22.93678713,,,,
9.354,6.234154634,,,,
9.466,6.358997091,,,,
9.46,6.185499171,,,,
9.55,20.64663411,,,,
8.978,5.94991731,,,,
9.372,5.76139011,,,,
9.266,17.21973414,,,,
8.902,11.30417604,,,,
9.218,6.542054417,,,,
9.662,31.59873029,,,,
9.358,7.369249351,,,,
9.214,25.72539998,,,,
9.576,7.047852439,,,,
8.85,27.65095839,,,,
8.516,19.49147875,,,,
8.994,6.386388964,,,,
8.854,6.538859534,,,,
8.88,6.394810396,,,,
8.92,12.78786925,,,,
9.164,23.00602321,,,,
8.904,6.350022362,,,,
8.816,31.71589734,,,,
8.848,31.86472809,,,,
9.538,7.450943296,,,,
8.872,6.169571784,,,,
9.212,28.600473,,,,
8.564,18.11071241,,,,
8.706,25.03005322,,,,
9.23,5.58400394,,,,
8.56,5.982507835,,,,
8.878,18.90732969,,,,
8.618,5.694565479,,,,
9.036,6.875660259,,,,
8.66,30.38302816,,,,
8.614,6.406325312,,,,
9.538,7.180289409,,,,
8.576,38.60497667,,,,
8.674,15.72258643,,,,
8.992,32.94109798,,,,
8.648,6.89696281,,,,
8.556,11.93192625,,,,
9.322,37.08868178,,,,
8.55,31.76563395,,,,
8.62,6.995970269,,,,
8.078,26.58111954,,,,
7.846,18.15704502,,,,
8.598,7.948106441,,,,
8.314,37.29422749,,,,
7.982,22.4403582,,,,
8.086,40.26997149,,,,
8.22,44.26460889,,,,
8.022,40.27909527,,,,
7.806,34.53676829,,,,
,,,,,
1000,,,,,
16.077,9.042735814,,,,
16.121,9.405549373,,,,
16.057,18.86360917,,,,
16.744,10.20276747,,,,
16.892,10.28038598,,,,
16.941,10.34086645,,,,
16.776,10.4204522,,,,
16.601,10.42313768,,,,
16.874,10.92474824,,,,
16.671,9.514134695,,,,
15.935,25.49523044,,,,
17.13,10.9367774,,,,
16.395,10.49976071,,,,
17.199,10.94803174,,,,
16.98,11.38716822,,,,
17.198,10.92944628,,,,
16.821,10.90884774,,,,
17.333,11.30186316,,,,
16.947,11.00119044,,,,
16.564,13.00276524,,,,
17.327,11.16960478,,,,
16.584,9.868178353,,,,
16.63,9.585149973,,,,
16.505,10.45064472,,,,
16.89,10.19450342,,,,
16.289,8.566882689,,,,
17.419,11.67319318,,,,
17.32,11.18130583,,,,
17.05,10.82476328,,,,
17.296,11.35651285,,,,
17.083,17.36099395,,,,
17.022,10.4195737,,,,
16.53,9.762023356,,,,
17.009,11.29977517,,,,
17.48,11.64163219,,,,
17.237,11.2436129,,,,
17.095,11.71912859,,,,
17.047,10.84715589,,,,
16.435,8.929153095,,,,
16.955,11.21717322,,,,
16.449,16.99345165,,,,
16.796,9.585529928,,,,
16.495,9.331558016,,,,
16.998,12.8678668,,,,
16.313,27.61092231,,,,
16.493,8.924458023,,,,
16.647,9.836685976,,,,
17.255,11.01762111,,,,
16.961,10.70053639,,,,
17.235,12.08783583,,,,
16.354,12.81010086,,,,
17.172,11.26270021,,,,
16.907,22.41299514,,,,
16.769,9.868010894,,,,
17.131,10.84157917,,,,
16.624,9.908613627,,,,
16.935,10.32689571,,,,
16.825,9.888395977,,,,
16.946,31.90330836,,,,
16.699,9.153928064,,,,
16.153,13.92492697,,,,
16.996,16.52876233,,,,
16.94,11.05099091,,,,
17.298,11.17126654,,,,
16.91,23.41708564,,,,
17.3,10.57534869,,,,
16.772,22.23209428,,,,
16.97,10.11736626,,,,
17.286,11.04582292,,,,
17.311,25.52947863,,,,
16.963,10.19605958,,,,
17.204,10.79223721,,,,
17.036,10.63281261,,,,
16.918,11.26549049,,,,
17.431,11.46260176,,,,
16.864,21.50147679,,,,
16.856,10.50205999,,,,
17.019,10.71534596,,,,
